10:35:56.009 INFO  dcs.group8.models.ResourceManager 48 <init> - The resource manager rm@node311 was created
10:41:39.683 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 672a9f45-3e4f-4fb8-986d-7f60361178e7 to a node at cluster@10.141.3.32
10:41:52.407 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:672a9f45-3e4f-4fb8-986d-7f60361178e7 was completed
10:41:52.408 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:41:54.808 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: e60b5926-b6b3-4a13-bffc-544f91e5799c to a node at cluster@10.141.3.32
10:42:00.189 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:e60b5926-b6b3-4a13-bffc-544f91e5799c was completed
10:42:00.189 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:42:09.934 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: e9ea8378-11cd-4cd6-9624-8b0b411a4f8a to a node at cluster@10.141.3.32
10:42:19.769 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:e9ea8378-11cd-4cd6-9624-8b0b411a4f8a was completed
10:42:19.769 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:42:25.260 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 5d44f3e9-4c71-448d-b027-66f1e03819f7 to a node at cluster@10.141.3.32
10:42:31.456 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:5d44f3e9-4c71-448d-b027-66f1e03819f7 was completed
10:42:31.456 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:42:50.525 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: b0c26002-45b3-4887-a66d-34b94676cec7 to a node at cluster@10.141.3.32
10:43:01.281 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:b0c26002-45b3-4887-a66d-34b94676cec7 was completed
10:43:01.282 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:43:10.692 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 5e04b4c1-c0a7-4247-a154-8defefcded0f to a node at cluster@10.141.3.32
10:43:15.910 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:5e04b4c1-c0a7-4247-a154-8defefcded0f was completed
10:43:15.910 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:43:25.821 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 69086379-ff8d-4418-a4a1-75e3dc506dc9 to a node at cluster@10.141.3.32
10:43:32.109 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:69086379-ff8d-4418-a4a1-75e3dc506dc9 was completed
10:43:32.109 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:43:45.985 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: b47c4694-7f99-472c-9759-d048a73a3651 to a node at cluster@10.141.3.32
10:43:54.910 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:b47c4694-7f99-472c-9759-d048a73a3651 was completed
10:43:54.910 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:44:01.112 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: f1ec711b-8565-4d7e-815b-1ab3842fa3e7 to a node at cluster@10.141.3.32
10:44:12.154 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:f1ec711b-8565-4d7e-815b-1ab3842fa3e7 was completed
10:44:12.154 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:44:21.273 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: a90e1d32-64fc-4f7b-b3b8-cc2bc589def5 to a node at cluster@10.141.3.32
10:44:32.129 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:a90e1d32-64fc-4f7b-b3b8-cc2bc589def5 was completed
10:44:32.129 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:44:36.403 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 9c8470bb-b1b9-43f6-a155-285f9801e558 to a node at cluster@10.141.3.32
10:44:43.088 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:9c8470bb-b1b9-43f6-a155-285f9801e558 was completed
10:44:43.088 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:45:11.697 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 103c067d-8b25-41bb-b737-2a3894845707 to a node at cluster@10.141.3.32
10:45:19.346 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:103c067d-8b25-41bb-b737-2a3894845707 was completed
10:45:19.346 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:45:46.980 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: fd8e2b2a-16db-4437-ae0a-c5ff562bc2af to a node at cluster@10.141.3.32
10:45:58.182 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:fd8e2b2a-16db-4437-ae0a-c5ff562bc2af was completed
10:45:58.182 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:46:02.106 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: a4522ced-d801-4180-890e-3cfc506d168d to a node at cluster@10.141.3.32
10:46:08.281 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:a4522ced-d801-4180-890e-3cfc506d168d was completed
10:46:08.281 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:46:17.440 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 6e5219db-0415-47a9-b31c-0d880685c9a1 to a node at cluster@10.141.3.32
10:46:27.953 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:6e5219db-0415-47a9-b31c-0d880685c9a1 was completed
10:46:27.953 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:46:37.597 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: d3350624-6bce-4c9f-b190-ad884e8e0e6f to a node at cluster@10.141.3.32
10:46:46.032 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:d3350624-6bce-4c9f-b190-ad884e8e0e6f was completed
10:46:46.032 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:47:17.913 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 4cb33ea4-8ff6-461c-8ebc-08ab652af54b to a node at cluster@10.141.3.32
10:47:29.953 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:4cb33ea4-8ff6-461c-8ebc-08ab652af54b was completed
10:47:29.953 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:47:43.305 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 11e47b0f-2a0c-4d4c-bb9c-eb0ae0275025 to a node at cluster@10.141.3.32
10:47:50.161 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:11e47b0f-2a0c-4d4c-bb9c-eb0ae0275025 was completed
10:47:50.161 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:48:03.622 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: b2c34d1c-430c-4387-a2ed-b4af277da34d to a node at cluster@10.141.3.32
10:48:13.677 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:b2c34d1c-430c-4387-a2ed-b4af277da34d was completed
10:48:13.677 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:48:18.741 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: c097601d-f8b3-4912-a768-05e88ffc21d6 to a node at cluster@10.141.3.32
10:48:25.540 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:c097601d-f8b3-4912-a768-05e88ffc21d6 was completed
10:48:25.540 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:48:44.139 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 24e7980b-782b-4297-9789-c1249e6d0c1a to a node at cluster@10.141.3.32
10:48:52.762 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:24e7980b-782b-4297-9789-c1249e6d0c1a was completed
10:48:52.762 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:49:09.326 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 17c0b22c-d505-44d7-ac0d-0e85bb50d721 to a node at cluster@10.141.3.32
10:49:19.984 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:17c0b22c-d505-44d7-ac0d-0e85bb50d721 was completed
10:49:19.984 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:49:24.445 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: b8d610f1-eaf2-4744-8df8-29fe62cc5f3a to a node at cluster@10.141.3.32
10:49:32.103 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:b8d610f1-eaf2-4744-8df8-29fe62cc5f3a was completed
10:49:32.103 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:49:39.560 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 447dd748-2bb9-4498-93bd-92740bbe6c8e to a node at cluster@10.141.3.32
10:49:53.045 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:447dd748-2bb9-4498-93bd-92740bbe6c8e was completed
10:49:53.045 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:49:54.878 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 861e6285-d9b8-405d-9f18-afcb92c57245 to a node at cluster@10.141.3.32
10:50:01.675 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:861e6285-d9b8-405d-9f18-afcb92c57245 was completed
10:50:01.675 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:50:09.997 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 57253325-bd01-4755-96d1-2dccfae3dd49 to a node at cluster@10.141.3.32
10:50:15.313 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:57253325-bd01-4755-96d1-2dccfae3dd49 was completed
10:50:15.313 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:50:40.254 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: de12b315-1889-4d86-8843-6230be5a33da to a node at cluster@10.141.3.32
10:50:45.372 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:de12b315-1889-4d86-8843-6230be5a33da was completed
10:50:45.373 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:50:55.368 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: eae76ab2-f060-4177-9907-a9f7ffdde870 to a node at cluster@10.141.3.32
10:51:00.662 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:eae76ab2-f060-4177-9907-a9f7ffdde870 was completed
10:51:00.662 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:51:10.491 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: cd8f86f9-54f2-4a36-aa2d-5e21a15e49fe to a node at cluster@10.141.3.32
10:51:21.088 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:cd8f86f9-54f2-4a36-aa2d-5e21a15e49fe was completed
10:51:21.088 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:52:01.093 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 77e26dcf-5f18-4475-a0ae-03509b8cc715 to a node at cluster@10.141.3.32
10:52:15.290 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:77e26dcf-5f18-4475-a0ae-03509b8cc715 was completed
10:52:15.290 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:52:21.246 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 600254fa-04bd-46d0-a2b5-731ff349e0c2 to a node at cluster@10.141.3.32
10:52:30.900 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:600254fa-04bd-46d0-a2b5-731ff349e0c2 was completed
10:52:30.900 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:52:36.361 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 090a6e29-d2eb-4947-b4ae-12b1c4a1d26f to a node at cluster@10.141.3.32
10:52:46.120 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:090a6e29-d2eb-4947-b4ae-12b1c4a1d26f was completed
10:52:46.120 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:52:51.473 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 28f907c5-248c-4571-9424-e17df76382cc to a node at cluster@10.141.3.32
10:52:58.270 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:28f907c5-248c-4571-9424-e17df76382cc was completed
10:52:58.271 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:53:11.623 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 81661e4c-2523-45b3-ac39-ae2f8cb949d2 to a node at cluster@10.141.3.32
10:53:21.400 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:81661e4c-2523-45b3-ac39-ae2f8cb949d2 was completed
10:53:21.400 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:53:26.941 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: dcedffbc-744e-4ebb-a6a6-405f4ceeeb56 to a node at cluster@10.141.3.32
10:53:34.665 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:dcedffbc-744e-4ebb-a6a6-405f4ceeeb56 was completed
10:53:34.665 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:53:42.467 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: f90265d1-d338-4d99-b807-545b6282519d to a node at cluster@10.141.3.32
10:53:57.350 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:f90265d1-d338-4d99-b807-545b6282519d was completed
10:53:57.351 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:54:08.101 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: f1d7c317-5e7e-4e14-a91a-c30735a86881 to a node at cluster@10.141.3.32
10:54:15.128 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:f1d7c317-5e7e-4e14-a91a-c30735a86881 was completed
10:54:15.129 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:54:28.619 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: fcef6922-bbe8-416d-b66e-2198f5b9de97 to a node at cluster@10.141.3.32
10:54:36.619 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:fcef6922-bbe8-416d-b66e-2198f5b9de97 was completed
10:54:36.619 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:54:43.737 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 6c587e54-112e-4d1c-bab5-df7bd5647216 to a node at cluster@10.141.3.32
10:54:57.049 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:6c587e54-112e-4d1c-bab5-df7bd5647216 was completed
10:54:57.049 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:54:58.848 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 4ad0c705-d814-418b-882f-a267066ea34a to a node at cluster@10.141.3.32
10:55:07.614 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:4ad0c705-d814-418b-882f-a267066ea34a was completed
10:55:07.614 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:55:29.498 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 78125a60-da4a-4492-9fa4-defbcd62dcf1 to a node at cluster@10.141.3.32
10:55:37.298 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:78125a60-da4a-4492-9fa4-defbcd62dcf1 was completed
10:55:37.298 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:55:44.610 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: feb8b227-8368-4618-8dd0-03d4cdb35071 to a node at cluster@10.141.3.32
10:55:50.683 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:feb8b227-8368-4618-8dd0-03d4cdb35071 was completed
10:55:50.683 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:56:04.801 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: ed350e99-6a60-49b8-a750-a7445122f28a to a node at cluster@10.141.3.32
10:56:18.743 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:ed350e99-6a60-49b8-a750-a7445122f28a was completed
10:56:18.743 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:56:35.271 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 299539ee-a1cc-4bfc-b6ee-6809b313f66e to a node at cluster@10.141.3.32
10:56:47.087 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:299539ee-a1cc-4bfc-b6ee-6809b313f66e was completed
10:56:47.087 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:56:50.384 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: e5fc1d04-da2a-4634-92c1-ca6cee06a24d to a node at cluster@10.141.3.32
10:56:59.022 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:e5fc1d04-da2a-4634-92c1-ca6cee06a24d was completed
10:56:59.022 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:57:20.922 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: a8d8ee6a-b16b-46eb-9390-973be6901aa0 to a node at cluster@10.141.3.32
10:57:29.945 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:a8d8ee6a-b16b-46eb-9390-973be6901aa0 was completed
10:57:29.945 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:57:36.033 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: 697c7403-962d-44ec-80ea-6b9c484ff0a6 to a node at cluster@10.141.3.32
10:57:43.610 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:697c7403-962d-44ec-80ea-6b9c484ff0a6 was completed
10:57:43.610 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:57:56.582 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: c7b56f40-8e90-4204-aed0-b290705f844e to a node at cluster@10.141.3.32
10:58:08.269 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:c7b56f40-8e90-4204-aed0-b290705f844e was completed
10:58:08.270 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:58:11.692 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: caf53d16-8836-4352-89d1-eae0cbcf79a6 to a node at cluster@10.141.3.32
10:58:17.926 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:caf53d16-8836-4352-89d1-eae0cbcf79a6 was completed
10:58:17.926 INFO  dcs.group8.models.ResourceManager 95 callBackHandler - One more node is available now
10:58:36.878 INFO  dcs.group8.models.ResourceManager 121 gsToRmJobMessage - Adding job with Job_id: e3693a6b-890c-4252-a617-0e4db6f0b2d5 to a node at cluster@10.141.3.32
10:58:45.958 INFO  dcs.group8.models.ResourceManager 69 callBackHandler - Job with Job_id:e3693a6b-890c-4252-a617-0e4db6f0b2d5 was completed
